Title,Price,Location,Beds,Baths,Toilets
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Terrace
",3000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4500000,Lekki,4,4,4
"
4 Bedroom Terrace
",3000000,Lekki,4,4,4
"
5 Bedroom Duplex
",5000000,Lekki,5,5,5
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
5 Bedroom Duplex
",4500000,Lekki,5,5,5
"
4 Bedroom Duplex
",5000000,Lekki,4,4,4
"
4 Bedroom Terrace
",5000000,Victoria Island,4,5,5
"
4 Bedroom Duplex
",4000000,Lekki,4,5,5
"
4 Bedroom Duplex
",2500000,Ajah,4,5,5
"
4 Bedroom Duplex
",8000000,Ikeja,4,4,4
"
4 Bedroom Duplex
",4500000,Lekki,4,5,5
"
3 Bedroom Duplex
",3000000,Lekki,3,3,3
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
5 Bedroom Duplex
",35000000,Lekki,5,5,5
"
4 Bedroom Duplex
",5000000,Lekki,4,5,5
"
4 Bedroom Duplex
",5000000,Lekki,4,5,5
"
5 Bedroom Duplex
",7000000,Lekki,5,5,5
"
4 Bedroom Terrace
",4500000,Victoria Island,4,5,5
"
4 Bedroom Duplex
",7000000,Ikoyi,4,4,4
"
4 Bedroom Duplex
",6500000,Lekki,4,4,4
"
3 Bedroom House
",13000000,Ikoyi,3,3,3
"
4 Bedroom Duplex
",8000000,Lekki,4,5,5
"
4 Bedroom Duplex
",8000000,Ikoyi,4,4,4
"
4 Bedroom Duplex
",15000000,Ikoyi,4,4,4
"
4 Bedroom House
",4000000,Lekki,4,4,4
"
5 Bedroom Terrace
",4500000,Lekki,5,5,5
"
4 Bedroom Terrace
",10000000,Ikoyi,4,5,5
"
5 Bedroom Duplex
",4500000,Lekki,5,6,6
"
4 Bedroom Duplex
",24000000,Ikoyi,4,4,4
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
4 Bedroom House
",3500000,Lekki,4,4,4
"
5 Bedroom Duplex
",3500000,Lekki,5,5,5
"
4 Bedroom House
",3300000,Lekki,4,5,5
"
3 Bedroom Flat & Apartment
",13000000,Ikoyi,3,3,3
"
3 Bedroom Flat & Apartment
",10000000,Ikoyi,3,3,3
"
5 Bedroom House
",3800000,Lekki,5,6,6
"
5 Bedroom House
",55000000,Lekki,5,5,5
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",8000000,Lekki,4,4,4
"
5 Bedroom Duplex
",4500000,Lekki,5,5,5
"
5 Bedroom Duplex
",4500000,Lekki,5,5,5
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3800000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
3 Bedroom Townhouse
",16000000,Ikoyi,3,3,3
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,5,5
"
4 Bedroom Duplex
",3500000,Lekki,4,5,5
"
5 Bedroom Duplex
",4200000,Lekki,5,5,5
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",3300000,Lekki,4,5,5
"
4 Bedroom Duplex
",4000000,Lekki,4,5,5
"
3 Bedroom Duplex
",2800000,Lekki,3,4,4
"
5 Bedroom Duplex
",4500000,Lekki,5,5,5
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
4 Bedroom Duplex
",3800000,Lekki,4,4,4
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
4 Bedroom Duplex
",3500000,Lekki,4,6,6
"
4 Bedroom Duplex
",3500000,Lekki,4,5,5
"
5 Bedroom Duplex
",4000000,Lekki,5,6,6
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",2000000,Lekki,3,3,3
"
4 Bedroom Flat & Apartment
",2600000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",5000000,Ikeja,3,3,3
"
3 Bedroom Flat & Apartment
",2000000,Lekki,3,4,4
"
3 Bedroom Flat & Apartment
",3500000,Ikeja,3,3,3
"
3 Bedroom Flat & Apartment
",10000000,Ikoyi,3,4,4
"
4 Bedroom Flat & Apartment
",16000000,Ikoyi,4,4,4
"
3 Bedroom Flat & Apartment
",7000000,Ikoyi,3,4,4
"
5 Bedroom Duplex
",4200000,Lekki,5,5,5
"
3 Bedroom Flat & Apartment
",2300000,Lekki,3,3,3
"
3 Bedroom Flat & Apartment
",3000000,Lekki,3,3,3
"
3 Bedroom Flat & Apartment
",2000000,Lekki,3,3,3
"
3 Bedroom Flat & Apartment
",600000,Ajah,3,3,3
"
4 Bedroom Flat & Apartment
",12000000,Ikoyi,4,4,4
"
2 Bedroom Flat & Apartment
",700000,Ajah,2,2,2
"
3 Bedroom Flat & Apartment
",3000000,Lekki,3,3,3
"
3 Bedroom Flat & Apartment
",1300000,Lekki,3,3,3
"
3 Bedroom Flat & Apartment
",900000,Ikeja,3,3,3
"
3 Bedroom Flat & Apartment
",4500000,Ikoyi,3,3,3
"
3 Bedroom Flat & Apartment
",15000000,Ikoyi,3,3,3
"
3 Bedroom Flat & Apartment
",6000000,Victoria Island,3,3,3
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",2600000,Lekki,3,3,3
"
4 Bedroom Duplex
",3500000,Lekki,4,5,5
"
2 Bedroom Flat & Apartment
",3000000,Victoria Island,2,3,3
"
5 Bedroom Duplex
",6500000,Lekki,5,5,5
"
3 Bedroom Flat & Apartment
",6000000,Victoria Island,3,4,4
"
2 Bedroom Flat & Apartment
",1300000,Lekki,2,3,3
"
5 Bedroom Duplex
",4000000,Lekki,5,5,5
"
3 Bedroom Flat & Apartment
",3000000,Lekki,3,3,3
"
5 Bedroom Duplex
",4500000,Lekki,5,7,7
"
3 Bedroom Flat & Apartment
",3500000,Victoria Island,3,3,3
"
3 Bedroom Flat & Apartment
",4000000,Victoria Island,3,4,4
"
3 Bedroom Flat & Apartment
",3000000,Victoria Island,3,4,4
"
4 Bedroom Duplex
",2000000,Ajah,4,5,5
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
5 Bedroom Duplex
",3500000,Lekki,5,5,5
"
2 Bedroom Flat & Apartment
",2500000,Lekki,2,3,3
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",3500000,Victoria Island,3,3,3
"
4 Bedroom Duplex
",3800000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",6500000,Ikoyi,3,3,3
"
4 Bedroom Duplex
",3000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
5 Bedroom Duplex
",5000000,Lekki,5,5,5
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",3700000,Lekki,4,4,4
"
4 Bedroom Duplex
",3500000,Lekki,4,4,4
"
4 Bedroom Duplex
",3000000,Lekki,4,4,4
"
4 Bedroom Duplex
",4000000,Lekki,4,4,4
"
4 Bedroom Duplex
",2700000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",2000000,Lekki,3,3,3
"
 4 Bedroom Terrace
",3000000,Lekki,4,5,5
"
 4 Bedroom Duplex
",3500000,Lekki,4,5,5
"
3 Bedroom Flat & Apartment
",10000000,Victoria Island,3,4,4
"
4 Bedroom Duplex
",3000000,Lekki,4,4,4
"
4 Bedroom Flat & Apartment
",5000000,Ikoyi,4,5,5
"
3 Bedroom Terrace
",3000000,Lekki,3,3,3
"
4 Bedroom Duplex
",3000000,Lekki,4,4,4
"
4 Bedroom Duplex
",3000000,Lekki,4,4,4
"
3 Bedroom Flat & Apartment
",4000000,Lekki,3,4,4
"
5 Bedroom Terrace
",3500000,Lekki,5,5,5
"
2 Bedroom Flat & Apartment
",1500000,Lekki,2,2,2
"
4 Bedroom House
",3000000,Lekki,4,4,4
